locus_tag	ftype	length_bp	gene	EC_number	COG	product
KENBAJHJ_00967	CDS	492				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00968	CDS	912				ketopantoate reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00969	CDS	591				4-methyl-5(beta-hydroxyethyl)-thiazole synthesis [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00970	CDS	810				2-aminoethylphosphonate transport [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00971	CDS	1104				2-aminoethylphosphonate transport [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00972	CDS	720				2-aminoethylphosphonate transport, repressor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00973	CDS	1014				2-aminoethylphosphonate transporter, periplasmic-binding component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00974	CDS	1110				2-aminoethylphosphonate transporter ATPase component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00975	CDS	861				2-aminoethylphosphonate transporter, memrane component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00976	CDS	798				2-aminoethylphosphonate transporter, memrane component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00977	CDS	1449				sulfur transfer protein (from cys to ThiS and from IscS to U8-tRNA) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00978	CDS	243				exonuclease VII, small subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00979	CDS	900				geranyltranstransferase (farnesyldiphosphate synthase) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00980	CDS	1863				1-deoxyxylulose-5-phosphate synthase; flavoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00981	CDS	975				putative oxidoreductase / K + channel protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00982	CDS	516				phosphatidylglycerophosphatase A [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00983	CDS	978				thiamin-monophosphate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00984	CDS	420				transcription termination; L factor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00985	CDS	471				riboflavin synthase, beta chain [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00986	CDS	1104				pyrimidine deaminase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00987	CDS	450				putative transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00988	CDS	540				putative outer membrane lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00989	CDS	969				nucleoside channel; receptor of phage T6 and colicin K [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00990	CDS	108	ldrA			Small toxic polypeptide LdrA
KENBAJHJ_00991	CDS	348				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00992	CDS	693				putative regulatory protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00993	CDS	366				hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00994	CDS	972				preprotein translocase, IISP family, membrane subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00995	CDS	1815				preprotein translocase, IISP family, part of the channel [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00996	CDS	333				preprotein translocase IISP family, membrane subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00997	CDS	1128				tRNA-guanine transglycosylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00998	CDS	1065				S-adenosylmethionine-tRNA ribosyltransferase-isomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00999	CDS	582				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01000	CDS	603				putative thiol - alkyl hydroperoxide reductase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_01001	CDS	1818				maltodextrin glucosidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01002	CDS	1431				putative APC family, proline transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01003	CDS	1320				LIVCS family, branched chain amino acid transporter system II (LIV-II) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01004	CDS	1296				sensory kinase in two-component regulatory system with PhoB, regulates pho regulon [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_01005	CDS	690				response regulator in two-component regulatory system with PhoR (or CreC) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01006	CDS	1203				ATP-dependent dsDNA exonuclease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01007	CDS	3141				ATP-dependent dsDNA exonuclease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01008	CDS	1173				MFS family, arabinose polymer transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01009	CDS	909				putative sugar kinase/putative transcriptional regulator (NagC/XylR family) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01010	CDS	912				putative exonuclease involved in removal of stalled replication fork [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01011	CDS	285				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01012	CDS	678				protein of aro operon, regulated by aroR [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01013	CDS	192				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01014	CDS	546				shikimate kinase II [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01015	CDS	456				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01016	CDS	810				pyrroline-5-carboxylate reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01017	CDS	1098				putative diguanylate cyclase/phosphodiesterase domain 1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01018	CDS	321				induced by phosphate starvation [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01019	CDS	261				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01020	CDS	1212				putative permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01021	CDS	684				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01022	CDS	1113				D-alanine-D-alanine ligase A [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01023	CDS	216				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01024	CDS	309				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01025	CDS	1095				putative outer membrane lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01026	CDS	1221				putative ABC superfamily transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01027	CDS	1158				penicillin- binding protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01028	CDS	624				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01029	CDS	2937				flagellar protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01030	CDS	975				5-aminolevulinate dehydratase (porphobilinogen synthase) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01031	CDS	1887				putative acetyl-CoA synthetase, propionate catabolism operon [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01032	CDS	1452				putative protein in propionate catabolism [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01033	CDS	1170				putative citrate synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01034	CDS	888				putative carboxyphosphonoenolpyruvate mutase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01035	CDS	414				guanine-hypoxanthine phosphoribosyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_01036	CDS	1458				aminoacyl-histidine dipeptidase (peptidase D) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01037	CDS	615				putative peptide chain release factor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01038	CDS	162				hypothetical protein
KENBAJHJ_01039	CDS	975				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01040	CDS	1056				DNA polymerase IV [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01041	CDS	741				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01042	CDS	768				putative glutamine amidotransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01043	CDS	579				phosphoheptose isomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01044	CDS	2445				putative acyl-CoA dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01045	CDS	768				putative amidohydrolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01046	CDS	408				homology to Shigella VirG protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01047	CDS	720				 of sapA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01048	CDS	948				transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01049	CDS	612				hypothetical protein
KENBAJHJ_01050	CDS	822				putative xylanase/chitin deacetylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01051	CDS	471				putative fimbriae subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01052	CDS	2511				putative fimbriae usher [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01053	CDS	738				putative fimbriae assembly chaparone [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01054	CDS	501				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01055	CDS	282				putative integrase core domain protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01056	CDS	198				putative transposase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01057	CDS	159				hypothetical protein
KENBAJHJ_01058	CDS	252				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01059	CDS	276				putative SOS response protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01060	CDS	438				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01061	CDS	138				hypothetical protein
KENBAJHJ_01062	CDS	447				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01063	CDS	774				putative RHS-family protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01064	CDS	264				hypothetical protein
KENBAJHJ_01065	CDS	4095				putative RHS-family protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01066	CDS	447				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01067	CDS	2190				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01068	CDS	519				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01069	CDS	417				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01070	CDS	789				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01071	CDS	3870				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01072	CDS	357				putative shiga-like toxin A subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01073	CDS	771				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01074	CDS	1305				putative outer membrane protein, OmpA family [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01075	CDS	1344				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01076	CDS	537				putative outer membrane lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01077	CDS	486				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01078	CDS	333				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01079	CDS	486				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01080	CDS	486				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01081	CDS	447				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01082	CDS	1494				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01083	CDS	543				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01084	CDS	2640				putative ATPase with chaperone activity [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01085	CDS	903				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01086	CDS	825				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01087	CDS	495				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01088	CDS	1884				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01089	CDS	996				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01090	CDS	1056				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01091	tRNA	77				tRNA-Asp(gtc)
KENBAJHJ_01092	CDS	741				DNA polymerase III, epsilon subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01093	CDS	468				RNase HI [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01094	CDS	723				putative SAM-dependent methyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01095	CDS	756				hydroxyacylglutathione hydrolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01096	CDS	1221				transcriptional regulator for nitrite reductase (cytochrome c552) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01097	CDS	771				putative methyltransferase in menaquinone/biotin biosynthesis [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01098	CDS	801				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_01099	CDS	1176				putative drug efflux protein (perhaps for chloramphenicol) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
